Entrez	Symbol	L_waltii	L_thermotolerans	L_kluyveri	E_cymbalariae	E_gossypii	K_lactis	T_delbrueckii	Z_rouxii	S_cerevisiae	S_mikatae	S_kudriavzevii	S_bayanus	C_glabrata	K_africana	K_naganishii	N_castellii	N_dairenensis	T_blattae	T_phaffii	V_polyspora
286	YOL062C	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1
287	YOR073W	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
288	YDR194C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
289	YDL044C	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2
290	YLR369W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
291	YFR027W	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
292	YJL155C	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
293	YJL131C	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2
294	YOR297C	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1
295	YNL095C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
296	YML043C	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1
297	YML098W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
298	YOL102C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
299	YPL189C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
300	YDR332W	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
301	YNL322C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
302	YGL129C	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2
303	YJL045W	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2
304	YGL221C	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
305	YKL138C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
306	YNR041C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
307	YGL136C	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2
308	YNR022C	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
309	YKL018C-A	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
310	YLR100W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
311	YMR024W	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	2
312	YDL102W	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
313	YGR062C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
314	YPL159C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
315	YER008C	2	2	2	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1
316	YCL001W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
317	YNL231C	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
318	YGR202C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
319	YOR077W	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
320	YGR241C	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
321	YBR003W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
322	YGR207C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
323	YLR023C	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
324	YPL078C	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
325	YBR167C	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1
326	YKR065C	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
327	YPR055W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
328	YIL042C	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
329	YLR259C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
330	YPR141C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
331	YIL105C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
332	YDR430C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
333	YER093C	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
334	YLL005C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
335	YER156C	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
336	YAL055W	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1
337	YHL015W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
338	YML121W	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
339	YIL002C	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1
340	YDR255C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
341	YGR220C	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1
342	YIL043C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
343	YKL101W	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1
344	YGR244C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
345	YKL075C	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
346	YNL005C	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2
347	YGL140C	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2
348	YLR382C	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
349	YKL150W	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	1
350	YMR002W	1	2	2	2	1	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1
351	YNR045W	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2
352	YDL104C	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	2	2
353	YPL268W	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
354	YNL295W	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2
355	YPL188W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
356	YDR298C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
357	YAL039C	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
358	YMR150C	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
359	YDR084C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
360	YDL236W	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
361	YEL002C	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
362	YER154W	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
363	YNL265C	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
364	YPL066W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
365	YHR059W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
366	YOR323C	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
367	YLR412W	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
368	YOR187W	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2
369	YMR219W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
370	YDR065W	2	2	1	2	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1
371	YPR109W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
372	YNL294C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
373	YOR158W	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1
374	YML123C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
375	YHR151C	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
376	YPL123C	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
377	YER048W-A	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
378	YOL132W	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
379	YPL183W-A	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
380	YDR462W	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2
381	YHR037W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
382	YGR150C	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	2	2	1	2	2
383	YCL052C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
384	YDL063C	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1
385	YNL281W	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
386	YMR062C	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	1
387	YDR377W	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2
388	YFR042W	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1
389	YDR201W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
390	YKR085C	1	1	1	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1
391	YDR393W	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1
392	YDR207C	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
393	YPL121C	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
394	YKR049C	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1
395	YKL098W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
396	YKL024C	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	2
397	YDR147W	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
398	YOL021C	1	2	2	2	1	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2
399	YJR057W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
400	YDL148C	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
401	YOR059C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
402	YGL064C	2	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	1	2	1	2
403	YGR156W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
404	YJL127C-B	1	2	1	1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	1
405	YMR134W	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
406	YBR111C	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
407	YMR023C	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2
408	YOR147W	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2
409	YIL096C	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
410	YJL147C	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2
411	YBL038W	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
412	YHR192W	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1
413	YGR171C	1	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2
414	YGR021W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
415	YHL032C	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	1	1	1
416	YJL003W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
417	YOR211C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2
418	YMR009W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
419	YHR038W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
420	YDR204W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2
421	YLR065C	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
422	YLR443W	2	2	1	2	2	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1
423	YOL080C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
424	YDR454C	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
425	YMR094W	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
426	YJL011C	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
427	YHR024C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
428	YPL041C	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1	1	1	1
429	YGL097W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
430	YOL127W	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
431	YJL139C	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
432	YFR033C	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
433	YJL062W-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
434	YDR097C	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
435	YNL071W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
436	YDL234C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
437	YHR051W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
438	YNL310C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
439	YJR095W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
440	YOR090C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
441	YGR255C	2	1	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2
442	YNR008W	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1
443	YIL143C	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
444	YOR336W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
445	YHR067W	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1
446	YNL260C	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
447	YDR116C	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2
448	YPL060W	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2
449	YJL154C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
450	YGR030C	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
451	YKL165C	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
452	YMR234W	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
453	YMR286W	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	2
454	YPL108W	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
455	YPR112C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
456	YFL036W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
457	YBR290W	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
458	YLR351C	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
459	YPL063W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
460	YPL059W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
461	YPR020W	2	2	2	1	1	2	1	2	2	2	2	1	2	1	1	2	2	2	2	1
462	YOL125W	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
463	YDR329C	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1
464	YOR215C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
465	YKL055C	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
466	YOR026W	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
467	YDR350C	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	2	2	2	2
468	YJL056C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
469	YCL031C	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
470	YBR035C	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
471	YNL282W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
472	YPL094C	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
473	YLR383W	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
474	YKL132C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
475	YPR060C	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
476	YGL126W	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
477	YDR079W	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1
478	YMR232W	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
479	YLR151C	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1
480	YOR163W	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
481	YGL022W	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
482	YGR033C	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2
483	YDL090C	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1
484	YDR178W	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2
485	YKR056W	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2
486	YBL090W	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2
487	YLR283W	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
488	YBL099W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
489	YGL068W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
490	YOR030W	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
491	YDR447C	1	2	2	1	2	1	1	2	2	1	2	1	1	2	2	2	2	2	2	2
492	YDR063W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
493	YFL016C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
494	YLR393W	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2
495	YGL141W	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	2	1	1
496	YDR388W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
497	YJL046W	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1
498	YDR347W	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2
499	YDL085W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
500	YER050C	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	2	2
501	YGR003W	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
502	YGR280C	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1
503	YGL020C	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
504	YML059C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
505	YBL036C	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2
506	YHR147C	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1
507	YOL071W	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
508	YCR046C	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2
509	YPR182W	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
510	YDR115W	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2
511	YLR407W	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
512	YBL055C	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1
513	YBR243C	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
514	YMR158W	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2
515	YCL033C	2	2	2	1	2	1	2	2	1	2	2	1	2	1	1	2	2	1	2	1
516	YDL166C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
517	YJR121W	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
518	YOR150W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
519	YAL031C	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
520	YLL040C	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
521	YPL164C	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1
522	YBR141C	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	2	1	2
523	YCL009C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
524	YOR023C	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
525	YOR288C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
526	YKL130C	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
527	YER006W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
528	YJR144W	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
529	YGL038C	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
530	YMR198W	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
531	YPR116W	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1
532	YAL059W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
533	YKR062W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
534	YLR009W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
535	YLR430W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
536	YJR013W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
537	YHR005C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
538	YDR071C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
539	YMR071C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
540	YHR138C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
541	YML067C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
542	YKL205W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
543	YOR208W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
544	YPL226W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
545	YDL239C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
546	YER148W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
547	YHR068W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
548	YBR258C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
549	YDR049W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
550	YDR166C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
551	YOR165W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
552	YJL115W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
553	YCL018W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
554	YMR126C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
555	YDR040C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
556	YKL207W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
557	YMR014W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
558	YBR192W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
559	YGL178W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
560	YBR172C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
561	YMR247C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
562	YAL029C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
563	YLR298C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
564	YOR308C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
565	YDL030W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
566	YGR274C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
567	YPL209C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
568	YLR194C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
569	YPR086W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
570	YOL129W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
571	YOL076W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
572	YIL061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
573	YOR262W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
